"borough","ClosureType","EditDate","GISpropNum","OMPpropID","Red.Sign.Installed","Status","accessibility","accessibilityLevel","location","name","longitude","latitude","rules","system","Approx.Date.Closed","Approx.Date.Reopened","Community.board","District","button","content"
"Queens","Partially Locked","06/22/2020 01:16:34 PM","Q337","Q337","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","106 St. bet. Atlantic Ave. and 94 Ave.","Maurice A FitzGerald Playground",-73.8394449947672,40.690467260534,"Adults Allowed","Q337-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",409,"Q-09","Playgrounds","106 St. bet. Atlantic Ave. and 94 Ave., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Completely Locked","06/22/2020 01:44:24 PM","B206","B206","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Avenue H bet. Kings Hwy. and E. 49 St.","Sunners Playground",-73.9295827475008,40.6325234890333,"Adults not allowed in some locations","B206-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",318,"B-18","Playgrounds","Avenue H bet. Kings Hwy. and E. 49 St., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Partially Locked","06/22/2020 03:35:50 PM","B254","B254","","Reopened","false","Not Applicable","Winthrop St., Brooklyn Ave., Rutland Rd.","Wingate Park",-73.9449770870465,40.6593965457944,"Adults not allowed in some locations","B254-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",309,"B-09","Playgrounds","Winthrop St., Brooklyn Ave., Rutland Rd., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Manhattan","Completely Locked","06/22/2020 11:46:20 AM","M042","M042-02","","Reopened","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","Seaman Ave Bet Isham, W 207 St","Emerson Plgd",-73.9220952128408,40.8696249534946,"Adults not allowed in some locations","M042-CPA-0002","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",112,"M-12","Playgrounds","Seaman Ave Bet Isham, W 207 St, Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
"Staten Island","Completely Locked","06/24/2020 09:07:55 AM","R038A","R038A","","Reopened","","","","Midland Field",-74.0992250484062,40.5765571541952,"","","03/31/2020 07:11:11 PM","06/23/2020 12:00:00 AM",502,"R-02B","Playgrounds",", Staten Island, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>"
"Manhattan","Completely Locked","06/23/2020 09:14:46 AM","M283","M283-03","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","River Terr, Murray St","Nelson Rockefeller Park Playground South",-74.0167277369255,40.715919389307,"Unknown","M283-CPA-0002","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",101,"M-01","Playgrounds","River Terr, Murray St, Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Manhattan","Completely Locked","06/22/2020 03:14:35 PM","M395","M395","","Reopened","false","Not Applicable","La Guardia Pl. bet. W. 3 St. and Bleecker St.","Fiorello La Guardia Park",-73.9980746077714,40.7288552988029,"Adults not allowed in some locations","M395-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",102,"M-02","Playgrounds","La Guardia Pl. bet. W. 3 St. and Bleecker St., Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Manhattan","Completely Locked","06/19/2020 10:07:19 AM","M228","M228","true","Reopened","","","","Henry M Jackson Playground",-73.9816811292523,40.7139536689168,"","","03/31/2020 07:11:11 PM","06/19/2020 12:00:00 AM",103,"M-03","Playgrounds",", Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>"
"Manhattan","Completely Locked","06/22/2020 11:12:54 AM","M010","M010-176","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","96 St, W/o Fifth Ave","East 96th St Plgd",-73.9566033081665,40.7877767839352,"Unknown","M010-CPA-0012","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",164,"M-13","Playgrounds","96 St, W/o Fifth Ave, Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Bronx","Completely Locked","06/22/2020 10:56:46 AM","X004","X004-03","","Reopened","false","Not Applicable","Morrison Ave, Watson Ave","Parque De Los Ninos",-73.873594928094,40.8270426682696,"Adults Allowed","X004-CPA-0003","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",209,"X-09","Playgrounds","Morrison Ave, Watson Ave, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Brooklyn","Completely Locked","06/22/2020 04:37:04 PM","B295","B295","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Flushing Ave. between N. Portland Ave. and N. Oxford St.","Oxport Playground",-73.9764973488871,40.6978058297573,"Adults Allowed","B295-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",302,"B-02","Playgrounds","Flushing Ave. between N. Portland Ave. and N. Oxford St., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Completely Locked","06/19/2020 01:41:21 PM","Q483","Q483","","Reopened","false","Not Applicable","Corona Ave. bet. 104 St. and 106 St., 50 Av.","Corona Health Sanctuary",-73.8583090568864,40.7437665803692,"Adults not allowed in some locations","Q483-CPA-0001","03/31/2020 07:11:11 PM","06/19/2020 01:41:18 PM",404,"Q-04","Playgrounds","Corona Ave. bet. 104 St. and 106 St., 50 Av., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Bronx","Completely Locked","07/06/2020 12:47:41 PM","X104","X104-01","","Reopened","false","Not Applicable","Reservoir Oval East, Holt Pl","Plgd w/ Mini Pool & Courts",-73.8763800845667,40.87749056662,"Unknown","X104-CPA-0001","03/31/2020 07:11:11 PM","07/06/2020 12:00:00 AM",207,"X-07","Playgrounds","Reservoir Oval East, Holt Pl, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Queens","Completely Locked","06/22/2020 01:30:36 PM","Q436","Q436","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","30 Ave. bet. 29 St. and 30 St.","Athens Square",-73.922190422157,40.7679147219032,"Adults Allowed","Q436-CPA-0002","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",401,"Q-01","Playgrounds","30 Ave. bet. 29 St. and 30 St., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Completely Locked","06/22/2020 03:28:45 PM","B052","B052-03","","Reopened","false","Not Applicable","8th Ave To Ft Hamilton Pkwy, Btwn 66th And 67th Street","Leif Ericson Park Playground",-74.0126567733395,40.6312695359619,"Unknown","B052-CPA-0002","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",310,"B-10","Playgrounds","8th Ave To Ft Hamilton Pkwy, Btwn 66th And 67th Street, Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Manhattan","Completely Locked","06/22/2020 03:31:06 PM","M140","M140-01","","Reopened","true","Level 3: Accessible Playgrounds with Universally Accessible Swings","W 148 St & Hudson River","Ten Mile River Plgd",-73.9522410260695,40.8299252001198,"Adults Allowed","M140-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",109,"M-14","Playgrounds","W 148 St & Hudson River, Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 3: Accessible Playgrounds with Universally Accessible Swings"
"Brooklyn","Not Lockable","06/23/2020 10:01:04 AM","B359","B359","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Kosciuszko St. to Dekalb Ave. between Lewis Ave. and Stuyvesant Ave.","Eleanor Roosevelt Playground",-73.9358731466295,40.6927763872847,"Adults not allowed in some locations","B359-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",303,"B-03","Playgrounds","Kosciuszko St. to Dekalb Ave. between Lewis Ave. and Stuyvesant Ave., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Partially Locked","06/22/2020 03:13:41 PM","Q141","Q141","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","45 Ave., 45 Rd. bet. 11 St. and 21 St.","Murray Playground",-73.9486107796622,40.7471701553455,"Adults not allowed in some locations","Q141-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",402,"Q-02","Playgrounds","45 Ave., 45 Rd. bet. 11 St. and 21 St., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Completely Locked","06/21/2020 02:55:40 PM","Q414","Q414","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","N Conduit Ave. and 149 Ave.bet. Whitelaw St. and Lafayette St.","Rocket Playground",-73.8465596625497,40.670683112967,"Adults Allowed","Q414-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 02:55:37 PM",410,"Q-10","Playgrounds","N Conduit Ave. and 149 Ave.bet. Whitelaw St. and Lafayette St., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Completely Locked","06/22/2020 01:08:51 PM","Q212","Q212","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","137 St. bet. 76 Ave. and 76 Rd.","Queens Valley Playground",-73.8239940484205,40.7217766019878,"Adults Allowed","Q212-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",408,"Q-08","Playgrounds","137 St. bet. 76 Ave. and 76 Rd., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Completely Locked","06/24/2020 11:34:10 AM","B253","B253","","Reopened","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","Adelphi St., Clermont Ave., Dekalb Ave., Willoughby Ave.","Albert J. Parham Playground",-73.9706691748751,40.6902874685018,"Adults Allowed","B253-CPA-0001","03/31/2020 07:11:11 PM","06/23/2020 12:00:00 AM",302,"B-02","Playgrounds","Adelphi St., Clermont Ave., Dekalb Ave., Willoughby Ave., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
"Queens","Completely Locked","06/21/2020 01:06:24 PM","Q300","Q300-04","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Kissena Blvd & Booth Mem Ave","Captain Mario Fajardo Park",-73.8146740401089,40.7432873245671,"Unknown","Q300-CPA-0003","03/31/2020 07:11:11 PM","06/21/2020 01:06:22 PM",407,"Q-07","Playgrounds","Kissena Blvd & Booth Mem Ave, Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Bronx","Completely Locked","06/22/2020 09:57:19 AM","X247","X247","","Reopened","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","E 156 St bet. Fox St and Southern Blvd","Fox Playground",-73.8985910376078,40.8149681315014,"Adults not allowed in some locations","X247-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",202,"X-02","Playgrounds","E 156 St bet. Fox St and Southern Blvd, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
"Brooklyn","Completely Locked","06/23/2020 10:01:04 AM","B088","B088-03","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Lafayette Ave Btw Marcy & Tompkins Aves","Herbert Von King Park",-73.9464411801151,40.6901284744128,"Adults not allowed in some locations","B088-CPA-0002","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",303,"B-03","Playgrounds","Lafayette Ave Btw Marcy & Tompkins Aves, Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Completely Locked","06/22/2020 04:19:50 PM","B111","B111","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","3 St., 4 St. bet. 4 Ave. and 5 Ave.","J.J. Byrne Playground",-73.9841199021828,40.6728068340255,"Adults Allowed","B111-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",306,"B-06","Playgrounds","3 St., 4 St. bet. 4 Ave. and 5 Ave., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Completely Locked","06/22/2020 04:39:33 PM","B221","B221","","Reopened","","","Flushing Ave., Steuben St., Williamsburg Pl.","Steuben Playground",-73.9634580775988,40.6974449187047,"","","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",302,"B-02","Playgrounds","Flushing Ave., Steuben St., Williamsburg Pl., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>"
"Brooklyn","Completely Locked","06/22/2020 03:45:07 PM","B251","B251-08","","Reopened","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","Langham St & Oriental Ave","Manhattan Beach Park Playground",-73.9406755616906,40.577507899377,"Adults not allowed in some locations","B251-CPA-0002","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",315,"B-15","Playgrounds","Langham St & Oriental Ave, Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
"Staten Island","Completely Locked","06/22/2020 05:03:39 PM","R135","R135-01","","UnderConstruction","false","Not Applicable","Armstrong Ave, Tennyson Dr","Crescent Beach Tot Lot",-74.1467230036163,40.5358120312504,"Unknown","R135-CPA-0001","03/31/2020 07:11:11 PM","",503,"R-03","Playgrounds","Armstrong Ave, Tennyson Dr, Staten Island, NY<br/><b>Status: </b>UnderConstruction<br/><b>Accessibility: </b>Not Applicable"
"Bronx","Completely Locked","06/22/2020 10:13:42 AM","X106","X106","","UnderConstruction","false","Not Applicable","E 146 St bet. Walton Av and Grand Concourse","Garrison Playground",-73.9281917327351,40.8173880663487,"Unknown","X106-CPA-0001","03/31/2020 07:11:11 PM","",201,"X-01","Playgrounds","E 146 St bet. Walton Av and Grand Concourse, Bronx, NY<br/><b>Status: </b>UnderConstruction<br/><b>Accessibility: </b>Not Applicable"
"Manhattan","Partially Locked","06/22/2020 05:24:24 PM","M187","M187","","Reopened","","","2 Ave., E. 96 St. to E. 97 St.","Marx Brothers Playground",-73.9461690107085,40.7843352069954,"","","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",111,"M-11","Playgrounds","2 Ave., E. 96 St. to E. 97 St., Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>"
"Bronx","Completely Locked","06/22/2020 09:55:29 AM","X216","X216","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","E 156 St bet. Tinton Av and Union Av","Abigail Playground",-73.9046949099461,40.8173977358247,"Adults Allowed","X216-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",201,"X-01","Playgrounds","E 156 St bet. Tinton Av and Union Av, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Completely Locked","06/23/2020 10:04:35 AM","B269","B269","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Lafayette Ave. bet. Stuyvesant Ave. and Malcom X Blvd.","Jesse Owens Playground",-73.932136275022,40.6918290566779,"Unknown","B269-CPA-0001","03/31/2020 07:11:11 PM","06/23/2020 12:00:00 AM",303,"B-03","Playgrounds","Lafayette Ave. bet. Stuyvesant Ave. and Malcom X Blvd., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Completely Locked","06/21/2020 06:57:14 PM","Q304","Q304","","Reopened","true","Level 3: Accessible Playgrounds with Universally Accessible Swings","Austin St. bet. 76 Ave. and 76 Dr.","Ehrenreich-Austin Playground",-73.837280583341,40.7158349165661,"Adults Allowed","Q304-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 10:00:00 AM",406,"Q-06","Playgrounds","Austin St. bet. 76 Ave. and 76 Dr., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 3: Accessible Playgrounds with Universally Accessible Swings"
"Brooklyn","Completely Locked","06/22/2020 04:20:06 PM","B255J","B255J","true","Reopened","","","","Seeley Park",-73.9778883135468,40.653436699504,"","","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",307,"B-07","Playgrounds",", Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>"
"Bronx","Not Lockable","06/22/2020 10:00:01 AM","X029","X029","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Aldus St to Bruckner Blvd bet. Bryant Av and Longfellow Av","Lyons Square Playground",-73.8881500366457,40.8225191902329,"Adults Allowed","X029-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",202,"X-02","Playgrounds","Aldus St to Bruckner Blvd bet. Bryant Av and Longfellow Av, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Partially Locked","06/04/2020 04:16:17 PM","Q066C","Q066C","","COVID-19 Closure","","","Hoyt Ave. bet. 23 St. and  24 St.","Triborough Bridge Playground C",-73.9222387694498,40.7739775838359,"","","03/31/2020 07:11:11 PM","",401,"Q-01","Playgrounds","Hoyt Ave. bet. 23 St. and  24 St., Queens, NY<br/><b>Status: </b>COVID-19 Closure<br/><b>Accessibility: </b>"
"Bronx","Completely Locked","06/22/2020 10:28:08 AM","X283","X283","","Reopened","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","Billingsley Ter bet. Phelan Pl and Sedwick Av","Beanstalk Playground",-73.9167631718442,40.8538824912429,"Adults Allowed","X283-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",205,"X-05","Playgrounds","Billingsley Ter bet. Phelan Pl and Sedwick Av, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
"Queens","Completely Locked","06/21/2020 02:55:40 PM","Q285","Q285","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Centreville St. bet. 133 Ave. and 103 St.","Al Stabile Playground",-73.8354026150548,40.6772667328979,"Adults Allowed","Q285-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 02:55:37 PM",410,"Q-10","Playgrounds","Centreville St. bet. 133 Ave. and 103 St., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Completely Locked","06/22/2020 02:29:16 PM","B307","B307","","Reopened","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","Evergreen Ave. between Eldert St. and Covert St.","Tiger Playground",-73.9108691495113,40.6879991352009,"Adults Allowed","B307-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",304,"B-04","Playgrounds","Evergreen Ave. between Eldert St. and Covert St., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
"Brooklyn","Completely Locked","06/23/2020 10:01:04 AM","B224","B224","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Monroe St. to Madison St. between Patchen Ave. and Ralph Ave.","P.O. Reinaldo Salgado Playground",-73.9252818674659,40.6881769300996,"Adults Allowed","B224-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",303,"B-03","Playgrounds","Monroe St. to Madison St. between Patchen Ave. and Ralph Ave., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Staten Island","Completely Locked","06/22/2020 04:48:05 PM","R025","R025","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Beechwood Ave., Crescent Ave. and Jersey St.","Mahoney Playground",-74.0857334067902,40.6437560306764,"Adults Allowed","R025-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",501,"R-01","Playgrounds","Beechwood Ave., Crescent Ave. and Jersey St., Staten Island, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Manhattan","Completely Locked","06/19/2020 10:10:08 AM","M255","M255","true","Reopened","","","","McKinley Playground",-73.985739906662,40.7243004898024,"","","03/31/2020 07:11:11 PM","06/19/2020 12:00:00 AM",103,"M-03","Playgrounds",", Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>"
"Queens","Completely Locked","06/21/2020 04:56:36 PM","Q345","Q345","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Beach 12 St., Redfern Ave.","Redfern Playground",-73.749346921939,40.610968596322,"Adults Allowed","Q345-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 04:56:33 PM",414,"Q-14","Playgrounds","Beach 12 St., Redfern Ave., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Manhattan","Completely Locked","06/22/2020 03:43:53 PM","M193","M193","","UnderConstruction","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","5 Ave. and E. 135 St.","Abraham Lincoln Playground",-73.9368412730743,40.811995656132,"Adults Allowed","M193-CPA-0001","03/31/2020 07:11:11 PM","",111,"M-11","Playgrounds","5 Ave. and E. 135 St., Manhattan, NY<br/><b>Status: </b>UnderConstruction<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
"Brooklyn","Completely Locked","06/23/2020 10:08:49 AM","B391","B391","","Reopened","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","Argyle Rd. and Cortelyou Rd.","Lt. Federico Narvaez Tot Lot",-73.9659185356967,40.640267443927,"Adults not allowed in some locations","B391-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",314,"B-14","Playgrounds","Argyle Rd. and Cortelyou Rd., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
"Manhattan","Completely Locked","06/19/2020 10:10:30 AM","M241","M241","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Rivington St. and Attorney St. bet. Clinton St. and Ridge St.","Nathan Straus Playground",-73.9841680274137,40.7196580174693,"Adults Allowed","M241-CPA-0001","03/31/2020 07:11:11 PM","06/19/2020 12:00:00 AM",103,"M-03","Playgrounds","Rivington St. and Attorney St. bet. Clinton St. and Ridge St., Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Completely Locked","06/21/2020 06:55:59 PM","Q428","Q428","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","62 Dr. bet. 97 Pl. and 98 St.","Horace Harding Playground",-73.8602357716896,40.7331746419945,"Adults Allowed","Q428-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 09:45:00 AM",406,"Q-06","Playgrounds","62 Dr. bet. 97 Pl. and 98 St., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Bronx","Not Lockable","06/22/2020 10:08:43 AM","X010","X010-01","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Crotona Ave, Crotona Pk N","Crotona Playground (1)",-73.894757965349,40.8421120809964,"Adults not allowed in some locations","X010-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",203,"X-03","Playgrounds","Crotona Ave, Crotona Pk N, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Completely Locked","06/21/2020 06:41:49 PM","Q398","Q398","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Woodbine St., Madison St. bet. Woodward Ave. and Fairview Ave.","Rosemary's Playground",-73.9042298632361,40.7043521622663,"Adults Allowed","Q398-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 09:00:00 AM",405,"Q-05","Playgrounds","Woodbine St., Madison St. bet. Woodward Ave. and Fairview Ave., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Bronx","Completely Locked","06/22/2020 10:13:12 AM","X155","X155","","UnderConstruction","false","Not Applicable","E. 148 St. bet. Morris Ave. and College Ave.","Patterson Playground",-73.9216194531325,40.815969588551,"Adults Allowed","X155-CPA-0002","03/31/2020 07:11:11 PM","",201,"X-01","Playgrounds","E. 148 St. bet. Morris Ave. and College Ave., Bronx, NY<br/><b>Status: </b>UnderConstruction<br/><b>Accessibility: </b>Not Applicable"
"Staten Island","Not Lockable","06/22/2020 02:57:29 PM","R089","R089","","Reopened","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","Greencroft Ave. bet. Ainsworth Ave. and Redgrave Ave.","Greencroft Playground",-74.1361408093429,40.552118075441,"Adults Allowed","R089-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",503,"R-03","Playgrounds","Greencroft Ave. bet. Ainsworth Ave. and Redgrave Ave., Staten Island, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
